fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
974,372,0.00104,0.01241,0,1151,0,0,0,0,1,-360,360
974,372,0.00092,0.014,0,1151,0,0,0,0,1,-360,360
974,348,0.00055,0.00845,0,1052,0,0,0,0,1,-360,360
974,348,0.00054,0.00861,0,887,0,0,0,0,1,-360,360
974,573,0.00105,0.01057,0,1710,0,0,0,0,1,-360,360
974,546,0.00089,0.01122,0,1513,0,0,0,0,1,-360,360
974,1004,0.00223,0.02584,0,1677,0,0,0,0,1,-360,360
1183,755,0.00101,0.007841,0,453,0,0,0,0,1,-360,360
1183,755,0.001081,0.008099,0,472,0,0,0,0,1,-360,360
906,1047,0.011081,0.068479,0,3000,0,0,0,0,1,-360,360
1352,1262,2.00E-05,0.00033,0,3000,0,0,0,0,1,-360,360
1352,1288,1.00E-05,0.00029,0,1677,0,0,0,0,1,-360,360
1352,1253,0.00071,0.00892,0,1480,0,0,0,0,1,-360,360
1352,1046,0.00136,0.01526,0,1348,0,0,0,0,1,-360,360
868,1129,0.005401,0.036021,0,491,0,0,0,0,1,-360,360
469,508,0.00437,0.033719,0,357,0,0,0,0,1,-360,360
469,146,0.005151,0.034919,0,414,0,0,0,0,1,-360,360
37,105,0.00038,0.00139,0,3000,0,0,0,0,1,-360,360
37,147,0.00037,0.0015,0,3000,0,0,0,0,1,-360,360
37,710,0.00069,0.004461,0,433,0,0,0,0,1,-360,360
503,766,0.00688,0.040591,0,281,0,0,0,0,1,-360,360
503,15,0.001341,0.008349,0,376,0,0,0,0,1,-360,360
503,15,0.001229,0.009669,0,529,0,0,0,0,1,-360,360
724,851,0.00137,0.006039,0,319,0,0,0,0,1,-360,360
1101,947,0.001919,0.01261,0,376,0,0,0,0,1,-360,360
1101,116,0.00163,0.0095,0,433,0,0,0,0,1,-360,360
1295,1290,0.00488,0.0497,0,472,0,0,0,0,1,-360,360
1295,675,0.001289,0.0087,0,453,0,0,0,0,1,-360,360
1295,510,0.00211,0.01524,0,472,0,0,0,0,1,-360,360
1295,510,0.00206,0.015539,0,491,0,0,0,0,1,-360,360
1295,510,0.00276,0.01631,0,414,0,0,0,0,1,-360,360
1295,947,0.00305,0.019521,0,510,0,0,0,0,1,-360,360
1295,1268,0.000409,0.0023,0,395,0,0,0,0,1,-360,360
1295,954,0.00036,0.00268,0,414,0,0,0,0,1,-360,360
1182,971,0.00032,0.00049,0,3000,0,0,0,0,1,-360,360
148,971,0.00013,0.000349,0,3000,0,0,0,0,1,-360,360
1165,640,0.0002,0.00327,0,3000,0,0,0,0,1,-360,360
107,315,0.000919,0.00561,0,433,0,0,0,0,1,-360,360
107,315,0.00094,0.00549,0,433,0,0,0,0,1,-360,360
107,1095,0.00175,0.01976,0,433,0,0,0,0,1,-360,360
107,976,0.001729,0.019331,0,376,0,0,0,0,1,-360,360
332,983,0.00406,0.02581,0,472,0,0,0,0,1,-360,360
332,99,0.00526,0.025961,0,414,0,0,0,0,1,-360,360
483,149,0.00179,0.02098,0,1249,0,0,0,0,1,-360,360
483,873,0.00162,0.02148,0,1282,0,0,0,0,1,-360,360
483,1196,0.00492,0.04991,0,953,0,0,0,0,1,-360,360
483,131,0.00109,0.01361,0,986,0,0,0,0,1,-360,360
483,131,0.00097,0.0153,0,789,0,0,0,0,1,-360,360
483,590,0.00322,0.03022,0,1381,0,0,0,0,1,-360,360
218,1076,0.032831,0.074151,0,3000,0,0,0,0,1,-360,360
218,995,0.01411,0.058711,0,414,0,0,0,0,1,-360,360
218,1234,0.02725,0.10298,0,338,0,0,0,0,1,-360,360
218,472,0.012229,0.04049,0,300,0,0,0,0,1,-360,360
218,390,0.01994,0.066719,0,3000,0,0,0,0,1,-360,360
218,572,0.018591,0.07462,0,338,0,0,0,0,1,-360,360
218,681,0.008979,0.03251,0,3000,0,0,0,0,1,-360,360
218,641,0.016531,0.086031,0,281,0,0,0,0,1,-360,360
1246,8,0.003591,0.02137,0,491,0,0,0,0,1,-360,360
1246,957,0.00124,0.008,0,300,0,0,0,0,1,-360,360
1246,957,0.001271,0.007831,0,338,0,0,0,0,1,-360,360
1246,220,0.000469,0.00294,0,395,0,0,0,0,1,-360,360
1246,639,0.000841,0.003289,0,395,0,0,0,0,1,-360,360
1045,283,0.00219,0.016539,0,300,0,0,0,0,1,-360,360
1045,815,0.002901,0.020901,0,300,0,0,0,0,1,-360,360
1116,35,0.0002,0.001211,0,3000,0,0,0,0,1,-360,360
723,198,9.10E-05,0.000479,0,3000,0,0,0,0,1,-360,360
1021,1036,0.005461,0.029469,0,319,0,0,0,0,1,-360,360
1021,493,0.001979,0.011289,0,491,0,0,0,0,1,-360,360
179,22,0.0023,0.01289,0,3000,0,0,0,0,1,-360,360
1320,361,0.000159,0.00037,0,3000,0,0,0,0,1,-360,360
1290,571,0.002789,0.01562,0,433,0,0,0,0,1,-360,360
864,826,0.002531,0.012331,0,281,0,0,0,0,1,-360,360
864,1118,0.00357,0.023289,0,300,0,0,0,0,1,-360,360
864,728,0.00076,0.006039,0,414,0,0,0,0,1,-360,360
606,216,0.000469,0.00075,0,3000,0,0,0,0,1,-360,360
25,216,0.00044,0.00069,0,3000,0,0,0,0,1,-360,360
441,308,0.00561,0.035521,0,491,0,0,0,0,1,-360,360
1254,127,0.004539,0.03468,0,3000,0,0,0,0,1,-360,360
1254,127,0.00175,0.0067,0,319,0,0,0,0,1,-360,360
1254,547,0.007461,0.031419,0,300,0,0,0,0,1,-360,360
1259,969,0.00224,0.012909,0,510,0,0,0,0,1,-360,360
1025,4,0.0003,0.000961,0,319,0,0,0,0,1,-360,360
1025,4,0.00032,0.001409,0,3000,0,0,0,0,1,-360,360
1025,222,0.002031,0.0157,0,453,0,0,0,0,1,-360,360
1025,621,0.00038,0.00306,0,414,0,0,0,0,1,-360,360
1025,1143,0.00118,0.0083,0,453,0,0,0,0,1,-360,360
1025,804,0.001229,0.00787,0,472,0,0,0,0,1,-360,360
826,838,0.00301,0.01538,0,414,0,0,0,0,1,-360,360
975,804,0.00063,0.00114,0,281,0,0,0,0,1,-360,360
773,1143,0.00064,0.00111,0,3000,0,0,0,0,1,-360,360
1130,582,0.004919,0.03837,0,529,0,0,0,0,1,-360,360
912,510,0.001831,0.008349,0,338,0,0,0,0,1,-360,360
508,48,0.00536,0.03188,0,433,0,0,0,0,1,-360,360
439,1306,0.00038,0.001461,0,3000,0,0,0,0,1,-360,360
439,1306,0.000289,0.001521,0,3000,0,0,0,0,1,-360,360
1306,367,0.00305,0.016841,0,376,0,0,0,0,1,-360,360
1306,1328,0.001781,0.012729,0,357,0,0,0,0,1,-360,360
301,1096,0.00041,0.00461,0,854,0,0,0,0,1,-360,360
301,1096,0.0004,0.0047,0,920,0,0,0,0,1,-360,360
619,782,0.00213,0.01401,0,529,0,0,0,0,1,-360,360
619,339,0.001271,0.00887,0,338,0,0,0,0,1,-360,360
619,421,0.00462,0.02743,0,433,0,0,0,0,1,-360,360
380,1082,0.001539,0.00776,0,3000,0,0,0,0,1,-360,360
1049,1301,0.00025,0.00478,0,3000,0,0,0,0,1,-360,360
789,1301,0.00025,0.00487,0,3000,0,0,0,0,1,-360,360
1179,1301,0.00025,0.00435,0,723,0,0,0,0,1,-360,360
919,1301,0.00026,0.00426,0,657,0,0,0,0,1,-360,360
178,1301,0.00025,0.00479,0,3000,0,0,0,0,1,-360,360
626,1341,0.000169,0.00076,0,338,0,0,0,0,1,-360,360
626,1163,0.00039,0.00126,0,395,0,0,0,0,1,-360,360
358,715,0.011229,0.074659,0,529,0,0,0,0,1,-360,360
358,274,0.014521,0.058081,0,300,0,0,0,0,1,-360,360
358,1276,0.00064,0.003919,0,433,0,0,0,0,1,-360,360
358,761,0.014789,0.07768,0,338,0,0,0,0,1,-360,360
358,1010,0.00938,0.05355,0,472,0,0,0,0,1,-360,360
358,252,0.00124,0.004289,0,319,0,0,0,0,1,-360,360
766,1245,0.00968,0.04388,0,3000,0,0,0,0,1,-360,360
766,24,0.008531,0.067151,0,357,0,0,0,0,1,-360,360
766,1083,0.00731,0.04106,0,338,0,0,0,0,1,-360,360
1073,869,0.004349,0.02555,0,433,0,0,0,0,1,-360,360
1073,1092,0.00599,0.03462,0,376,0,0,0,0,1,-360,360
1275,715,0.002961,0.021591,0,453,0,0,0,0,1,-360,360
1275,715,0.002901,0.02206,0,472,0,0,0,0,1,-360,360
1275,882,0.002979,0.016969,0,376,0,0,0,0,1,-360,360
852,635,0.00312,0.020021,0,376,0,0,0,0,1,-360,360
1232,288,0.000219,0.000909,0,3000,0,0,0,0,1,-360,360
197,288,0.000219,0.00093,0,357,0,0,0,0,1,-360,360
425,312,0.000151,0.000289,0,3000,0,0,0,0,1,-360,360
736,1194,0.00563,0.043599,0,3000,0,0,0,0,1,-360,360
736,711,0.000969,0.00612,0,414,0,0,0,0,1,-360,360
516,539,0.005021,0.020719,0,338,0,0,0,0,1,-360,360
516,698,0.00988,0.041039,0,3000,0,0,0,0,1,-360,360
695,642,0.003159,0.02011,0,376,0,0,0,0,1,-360,360
695,642,0.003219,0.01969,0,376,0,0,0,0,1,-360,360
1038,802,0.00049,0.00238,0,3000,0,0,0,0,1,-360,360
1038,802,0.000479,0.002419,0,3000,0,0,0,0,1,-360,360
1193,846,0.00264,0.019729,0,433,0,0,0,0,1,-360,360
1193,846,0.002581,0.02011,0,395,0,0,0,0,1,-360,360
989,969,0.00037,0.002831,0,453,0,0,0,0,1,-360,360
989,839,0.00213,0.012789,0,414,0,0,0,0,1,-360,360
350,108,0.018669,0.092281,0,338,0,0,0,0,1,-360,360
123,1326,3.90E-05,0.000401,0,3000,0,0,0,0,1,-360,360
617,1326,6.00E-05,0.00044,0,281,0,0,0,0,1,-360,360
990,315,6.00E-05,0.0005,0,414,0,0,0,0,1,-360,360
838,385,0.001271,0.007031,0,376,0,0,0,0,1,-360,360
838,1105,0.00055,0.003159,0,510,0,0,0,0,1,-360,360
838,1105,0.00055,0.00338,0,491,0,0,0,0,1,-360,360
838,1105,0.00105,0.004771,0,395,0,0,0,0,1,-360,360
838,238,0.003289,0.015039,0,281,0,0,0,0,1,-360,360
92,88,0.00036,0.004349,0,510,0,0,0,0,1,-360,360
527,88,0.00038,0.003669,0,3000,0,0,0,0,1,-360,360
925,355,0.00118,0.00701,0,3000,0,0,0,0,1,-360,360
925,355,0.001229,0.00686,0,433,0,0,0,0,1,-360,360
925,865,0.00301,0.0217,0,3000,0,0,0,0,1,-360,360
925,865,0.003409,0.01924,0,3000,0,0,0,0,1,-360,360
925,865,0.003409,0.01938,0,472,0,0,0,0,1,-360,360
1141,1351,0.002719,0.02131,0,3000,0,0,0,0,1,-360,360
443,206,0.00295,0.01956,0,3000,0,0,0,0,1,-360,360
756,839,0.001091,0.00831,0,376,0,0,0,0,1,-360,360
440,865,0.00111,0.008211,0,453,0,0,0,0,1,-360,360
802,316,0.002469,0.015271,0,529,0,0,0,0,1,-360,360
802,1178,0.00212,0.01601,0,3000,0,0,0,0,1,-360,360
802,374,0.00037,0.0028,0,433,0,0,0,0,1,-360,360
802,1034,0.00162,0.01238,0,3000,0,0,0,0,1,-360,360
802,1034,0.001909,0.01162,0,3000,0,0,0,0,1,-360,360
802,1034,0.001909,0.010729,0,453,0,0,0,0,1,-360,360
802,563,0.00089,0.00526,0,319,0,0,0,0,1,-360,360
802,818,0.00087,0.00536,0,3000,0,0,0,0,1,-360,360
802,851,0.001521,0.01176,0,433,0,0,0,0,1,-360,360
1317,948,0.00014,0.000591,0,376,0,0,0,0,1,-360,360
191,155,0.003531,0.028781,0,3000,0,0,0,0,1,-360,360
405,1197,0.004599,0.03657,0,453,0,0,0,0,1,-360,360
405,1210,0.00307,0.019159,0,491,0,0,0,0,1,-360,360
405,154,0.000581,0.004461,0,414,0,0,0,0,1,-360,360
405,999,0.00164,0.01161,0,491,0,0,0,0,1,-360,360
735,998,0.00057,0.003281,0,433,0,0,0,0,1,-360,360
1125,1016,0.020419,0.063669,0,3000,0,0,0,0,1,-360,360
949,466,0.01424,0.04751,0,3000,0,0,0,0,1,-360,360
1260,36,0.00157,0.008849,0,453,0,0,0,0,1,-360,360
1260,370,0.01218,0.07524,0,3000,0,0,0,0,1,-360,360
237,98,0.00037,0.00151,0,3000,0,0,0,0,1,-360,360
1216,905,0.000219,0.000531,0,3000,0,0,0,0,1,-360,360
598,198,0.002849,0.0137,0,3000,0,0,0,0,1,-360,360
132,1063,0.00116,0.01692,0,1183,0,0,0,0,1,-360,360
132,1063,0.00133,0.01462,0,1315,0,0,0,0,1,-360,360
132,937,0.00063,0.00821,0,887,0,0,0,0,1,-360,360
132,937,0.00064,0.00804,0,1183,0,0,0,0,1,-360,360
836,800,0.00126,0.01272,0,1282,0,0,0,0,1,-360,360
836,1196,0.00337,0.0494,0,1644,0,0,0,0,1,-360,360
836,1070,0.0014,0.0214,0,3000,0,0,0,0,1,-360,360
836,1070,0.00137,0.02182,0,3000,0,0,0,0,1,-360,360
836,1046,0.00212,0.02063,0,1118,0,0,0,0,1,-360,360
821,50,0.00186,0.01045,0,510,0,0,0,0,1,-360,360
821,1106,0.00426,0.021771,0,338,0,0,0,0,1,-360,360
821,1106,0.002659,0.020539,0,395,0,0,0,0,1,-360,360
821,635,0.00606,0.049919,0,357,0,0,0,0,1,-360,360
1063,636,0.00109,0.01192,0,789,0,0,0,0,1,-360,360
216,592,0.013021,0.049219,0,338,0,0,0,0,1,-360,360
216,710,0.00236,0.01239,0,338,0,0,0,0,1,-360,360
216,710,0.0027,0.015169,0,319,0,0,0,0,1,-360,360
682,498,0.00285,0.03283,0,1414,0,0,0,0,1,-360,360
682,498,0.00529,0.03969,0,920,0,0,0,0,1,-360,360
192,498,0.00254,0.03721,0,1447,0,0,0,0,1,-360,360
557,394,0.000159,0.00069,0,3000,0,0,0,0,1,-360,360
557,394,0.000229,0.000979,0,3000,0,0,0,0,1,-360,360
557,394,0.00024,0.00082,0,3000,0,0,0,0,1,-360,360
557,104,0.000169,0.00075,0,3000,0,0,0,0,1,-360,360
557,726,0.00368,0.01756,0,3000,0,0,0,0,1,-360,360
557,275,0.002599,0.020659,0,3000,0,0,0,0,1,-360,360
1085,822,0.00018,0.00064,0,3000,0,0,0,0,1,-360,360
1085,1023,0.000159,0.000771,0,281,0,0,0,0,1,-360,360
1085,869,0.00357,0.01981,0,376,0,0,0,0,1,-360,360
1085,1092,0.006021,0.03205,0,433,0,0,0,0,1,-360,360
721,422,0.001781,0.01164,0,433,0,0,0,0,1,-360,360
721,1026,0.002781,0.018831,0,414,0,0,0,0,1,-360,360
370,891,0.000349,0.00281,0,3000,0,0,0,0,1,-360,360
12,273,0.00313,0.02444,0,510,0,0,0,0,1,-360,360
12,273,0.00368,0.02074,0,491,0,0,0,0,1,-360,360
315,490,9.10E-05,0.001539,0,3000,0,0,0,0,1,-360,360
315,531,0.00251,0.01111,0,3000,0,0,0,0,1,-360,360
315,991,0.003081,0.017961,0,319,0,0,0,0,1,-360,360
315,976,0.005341,0.030419,0,338,0,0,0,0,1,-360,360
315,1113,9.90E-05,0.00126,0,414,0,0,0,0,1,-360,360
1326,144,0.002169,0.017901,0,319,0,0,0,0,1,-360,360
361,896,0.00011,0.00038,0,3000,0,0,0,0,1,-360,360
203,208,0.00212,0.00494,0,3000,0,0,0,0,1,-360,360
203,1129,0.018901,0.077349,0,376,0,0,0,0,1,-360,360
1146,788,0.00957,0.0395,0,357,0,0,0,0,1,-360,360
1146,1016,0.02324,0.063469,0,300,0,0,0,0,1,-360,360
1009,495,0.000531,0.004331,0,510,0,0,0,0,1,-360,360
286,78,0.002581,0.006229,0,3000,0,0,0,0,1,-360,360
934,182,0.00031,0.002211,0,319,0,0,0,0,1,-360,360
106,1016,0.01087,0.06114,0,338,0,0,0,0,1,-360,360
106,866,0.011581,0.061099,0,319,0,0,0,0,1,-360,360
1111,457,0.002099,0.016271,0,300,0,0,0,0,1,-360,360
60,221,0.00093,0.005461,0,3000,0,0,0,0,1,-360,360
60,769,0.009591,0.037039,0,319,0,0,0,0,1,-360,360
60,100,0.002591,0.017211,0,453,0,0,0,0,1,-360,360
60,1303,0.00164,0.013651,0,395,0,0,0,0,1,-360,360
399,305,0.003219,0.014719,0,357,0,0,0,0,1,-360,360
399,325,0.00401,0.022229,0,357,0,0,0,0,1,-360,360
399,1026,0.00126,0.010211,0,491,0,0,0,0,1,-360,360
624,1145,0.009169,0.03993,0,3000,0,0,0,0,1,-360,360
624,583,0.001349,0.006081,0,3000,0,0,0,0,1,-360,360
255,1228,0.00156,0.01931,0,1480,0,0,0,0,1,-360,360
255,1099,0.00152,0.01968,0,1381,0,0,0,0,1,-360,360
255,1132,0.00094,0.01433,0,1578,0,0,0,0,1,-360,360
255,1003,0.00092,0.01461,0,1348,0,0,0,0,1,-360,360
255,131,0.00137,0.02012,0,1019,0,0,0,0,1,-360,360
255,131,0.00134,0.02051,0,821,0,0,0,0,1,-360,360
582,672,0.00314,0.042151,0,472,0,0,0,0,1,-360,360
582,878,0.000651,0.00494,0,3000,0,0,0,0,1,-360,360
582,1010,0.003961,0.02426,0,491,0,0,0,0,1,-360,360
114,239,0.00013,0.0015,0,3000,0,0,0,0,1,-360,360
451,109,0.00013,0.00147,0,1776,0,0,0,0,1,-360,360
716,239,0.00011,0.00172,0,1776,0,0,0,0,1,-360,360
296,109,0.00012,0.00166,0,3000,0,0,0,0,1,-360,360
585,239,0.00012,0.00168,0,1809,0,0,0,0,1,-360,360
565,109,0.00012,0.00172,0,1809,0,0,0,0,1,-360,360
93,88,0.00093,0.005669,0,3000,0,0,0,0,1,-360,360
427,1034,0.00105,0.00506,0,3000,0,0,0,0,1,-360,360
840,904,0.00113,0.006539,0,3000,0,0,0,0,1,-360,360
764,803,0.00037,0.002919,0,3000,0,0,0,0,1,-360,360
89,842,0.005169,0.03738,0,376,0,0,0,0,1,-360,360
575,130,0.00125,0.006669,0,357,0,0,0,0,1,-360,360
338,359,0.001281,0.00661,0,3000,0,0,0,0,1,-360,360
27,444,0.00226,0.0138,0,357,0,0,0,0,1,-360,360
371,524,0.00213,0.02677,0,1513,0,0,0,0,1,-360,360
371,498,0.00154,0.01919,0,1249,0,0,0,0,1,-360,360
683,74,0.00687,0.04413,0,3000,0,0,0,0,1,-360,360
683,485,0.0045,0.04725,0,357,0,0,0,0,1,-360,360
683,1071,0.00138,0.00837,0,3000,0,0,0,0,1,-360,360
456,217,0.000419,0.001901,0,3000,0,0,0,0,1,-360,360
456,217,0.00043,0.00186,0,3000,0,0,0,0,1,-360,360
889,707,0.003331,0.015099,0,491,0,0,0,0,1,-360,360
497,953,0.002099,0.01631,0,433,0,0,0,0,1,-360,360
574,830,0.001331,0.01082,0,491,0,0,0,0,1,-360,360
574,965,0.00199,0.00818,0,281,0,0,0,0,1,-360,360
574,965,0.00169,0.008831,0,3000,0,0,0,0,1,-360,360
189,119,0.001771,0.014281,0,3000,0,0,0,0,1,-360,360
74,79,0.003099,0.01844,0,395,0,0,0,0,1,-360,360
519,222,0.003409,0.01819,0,338,0,0,0,0,1,-360,360
733,326,0.00057,0.00369,0,3000,0,0,0,0,1,-360,360
1173,865,0.001081,0.00468,0,3000,0,0,0,0,1,-360,360
786,865,0.00105,0.004771,0,3000,0,0,0,0,1,-360,360
556,79,0.001979,0.01549,0,491,0,0,0,0,1,-360,360
556,1071,0.001469,0.015151,0,3000,0,0,0,0,1,-360,360
858,752,0.000711,0.003969,0,319,0,0,0,0,1,-360,360
858,1104,0.00051,0.00274,0,3000,0,0,0,0,1,-360,360
858,476,0.000521,0.00306,0,395,0,0,0,0,1,-360,360
858,517,0.00188,0.011841,0,3000,0,0,0,0,1,-360,360
858,229,0.002469,0.010539,0,3000,0,0,0,0,1,-360,360
71,778,0.00045,0.00351,0,414,0,0,0,0,1,-360,360
597,1341,0.00037,0.000659,0,3000,0,0,0,0,1,-360,360
309,577,0.000401,0.0007,0,3000,0,0,0,0,1,-360,360
309,905,0.00014,0.000531,0,3000,0,0,0,0,1,-360,360
309,240,0.000289,0.0013,0,395,0,0,0,0,1,-360,360
309,909,7.00E-05,0.000289,0,3000,0,0,0,0,1,-360,360
309,964,0.00051,0.002151,0,281,0,0,0,0,1,-360,360
309,1180,0.00037,0.00157,0,433,0,0,0,0,1,-360,360
750,56,0.00022,0.00277,0,1348,0,0,0,0,1,-360,360
750,56,0.00025,0.00271,0,1447,0,0,0,0,1,-360,360
1115,453,0.000271,0.002081,0,472,0,0,0,0,1,-360,360
1115,453,0.00025,0.00231,0,433,0,0,0,0,1,-360,360
476,343,0.00095,0.00331,0,3000,0,0,0,0,1,-360,360
476,1261,0.00093,0.00336,0,3000,0,0,0,0,1,-360,360
1175,1263,0.000341,0.002211,0,491,0,0,0,0,1,-360,360
386,1348,0.00032,0.00232,0,3000,0,0,0,0,1,-360,360
627,1235,3.90E-05,0.000271,0,414,0,0,0,0,1,-360,360
75,1097,0.00075,0.0101,0,1513,0,0,0,0,1,-360,360
75,608,0.00118,0.01455,0,1447,0,0,0,0,1,-360,360
316,1318,0.0017,0.0098,0,414,0,0,0,0,1,-360,360
316,1318,0.001521,0.01111,0,3000,0,0,0,0,1,-360,360
316,297,0.000169,0.001401,0,3000,0,0,0,0,1,-360,360
316,88,0.002591,0.01725,0,510,0,0,0,0,1,-360,360
316,526,0.000169,0.001159,0,338,0,0,0,0,1,-360,360
316,707,0.00307,0.01339,0,433,0,0,0,0,1,-360,360
385,728,0.002591,0.013521,0,414,0,0,0,0,1,-360,360
1325,1321,0.000581,0.005031,0,453,0,0,0,0,1,-360,360
1015,825,0.001419,0.00595,0,281,0,0,0,0,1,-360,360
85,213,0.00205,0.02664,0,1348,0,0,0,0,1,-360,360
85,396,0.00295,0.03721,0,1414,0,0,0,0,1,-360,360
85,685,0.00335,0.03648,0,1381,0,0,0,0,1,-360,360
85,235,0.00022,0.00251,0,1151,0,0,0,0,1,-360,360
85,310,0.00059,0.00651,0,1545,0,0,0,0,1,-360,360
534,320,0.008539,0.041979,0,281,0,0,0,0,1,-360,360
534,411,0.001349,0.0052,0,300,0,0,0,0,1,-360,360
545,1162,0.00245,0.013909,0,414,0,0,0,0,1,-360,360
545,367,0.001469,0.008419,0,453,0,0,0,0,1,-360,360
800,1046,0.00084,0.00836,0,1249,0,0,0,0,1,-360,360
1036,304,0.002591,0.017789,0,414,0,0,0,0,1,-360,360
1036,1145,0.009651,0.05968,0,319,0,0,0,0,1,-360,360
1082,1095,0.00143,0.00799,0,281,0,0,0,0,1,-360,360
1082,976,0.001969,0.014909,0,472,0,0,0,0,1,-360,360
139,273,0.01039,0.06406,0,395,0,0,0,0,1,-360,360
712,495,0.000719,0.005331,0,338,0,0,0,0,1,-360,360
880,1007,0.00052,0.00565,0,1315,0,0,0,0,1,-360,360
1252,1030,0.002409,0.019479,0,395,0,0,0,0,1,-360,360
1252,1030,0.00256,0.019151,0,319,0,0,0,0,1,-360,360
1252,418,0.00656,0.02288,0,281,0,0,0,0,1,-360,360
613,933,0.0027,0.014901,0,300,0,0,0,0,1,-360,360
613,849,0.003591,0.01362,0,300,0,0,0,0,1,-360,360
1069,367,0.002211,0.01188,0,3000,0,0,0,0,1,-360,360
1069,1184,0.00068,0.00357,0,300,0,0,0,0,1,-360,360
1089,230,0.000211,0.000969,0,300,0,0,0,0,1,-360,360
1302,502,9.90E-05,0.000539,0,3000,0,0,0,0,1,-360,360
264,926,0.00645,0.0263,0,319,0,0,0,0,1,-360,360
694,879,0.00063,0.001901,0,3000,0,0,0,0,1,-360,360
250,533,0.000281,0.000669,0,3000,0,0,0,0,1,-360,360
1120,583,0.000219,0.00064,0,3000,0,0,0,0,1,-360,360
1345,969,0.00014,0.00105,0,3000,0,0,0,0,1,-360,360
1212,1266,0.003219,0.020729,0,433,0,0,0,0,1,-360,360
1212,1224,0.00051,0.003151,0,472,0,0,0,0,1,-360,360
1212,1224,0.000409,0.00331,0,414,0,0,0,0,1,-360,360
832,960,0.002289,0.017479,0,491,0,0,0,0,1,-360,360
832,170,0.002831,0.01895,0,433,0,0,0,0,1,-360,360
832,1062,0.006289,0.036521,0,3000,0,0,0,0,1,-360,360
832,1309,0.005651,0.032169,0,338,0,0,0,0,1,-360,360
832,1059,0.00414,0.02262,0,376,0,0,0,0,1,-360,360
518,971,0.01095,0.05814,0,357,0,0,0,0,1,-360,360
518,138,0.009,0.0368,0,395,0,0,0,0,1,-360,360
518,1201,0.000229,0.00181,0,453,0,0,0,0,1,-360,360
290,950,0.00119,0.00726,0,510,0,0,0,0,1,-360,360
1335,95,0.011771,0.051669,0,529,0,0,0,0,1,-360,360
1097,321,0.00209,0.02279,0,1611,0,0,0,0,1,-360,360
1103,592,0.002031,0.01443,0,3000,0,0,0,0,1,-360,360
1103,1002,0.00145,0.008479,0,453,0,0,0,0,1,-360,360
372,898,0.00124,0.01433,0,1414,0,0,0,0,1,-360,360
372,898,0.00127,0.01402,0,1776,0,0,0,0,1,-360,360
211,549,0.013039,0.052841,0,529,0,0,0,0,1,-360,360
348,898,0.00235,0.02739,0,854,0,0,0,0,1,-360,360
348,898,0.0024,0.02681,0,1118,0,0,0,0,1,-360,360
348,629,0.00135,0.02056,0,657,0,0,0,0,1,-360,360
348,188,0.00087,0.01124,0,854,0,0,0,0,1,-360,360
1204,24,0.0012,0.00818,0,529,0,0,0,0,1,-360,360
24,932,0.006961,0.05561,0,395,0,0,0,0,1,-360,360
782,1150,0.00105,0.00763,0,376,0,0,0,0,1,-360,360
782,69,0.000219,0.00182,0,3000,0,0,0,0,1,-360,360
782,1282,3.90E-05,0.0002,0,3000,0,0,0,0,1,-360,360
782,1282,4.50E-05,0.000195,0,3000,0,0,0,0,1,-360,360
782,643,0.0035,0.022651,0,433,0,0,0,0,1,-360,360
584,273,0.004281,0.02319,0,357,0,0,0,0,1,-360,360
584,793,0.003729,0.014021,0,319,0,0,0,0,1,-360,360
1024,320,0.00212,0.01582,0,472,0,0,0,0,1,-360,360
1253,1046,0.00056,0.00784,0,657,0,0,0,0,1,-360,360
273,1129,0.004401,0.01813,0,3000,0,0,0,0,1,-360,360
273,1129,0.005021,0.02144,0,3000,0,0,0,0,1,-360,360
727,431,0.00018,0.000219,0,281,0,0,0,0,1,-360,360
632,431,0.000151,0.000211,0,3000,0,0,0,0,1,-360,360
666,431,0.000151,0.000211,0,3000,0,0,0,0,1,-360,360
303,873,0.00282,0.02591,0,1381,0,0,0,0,1,-360,360
512,945,0.00131,0.008539,0,433,0,0,0,0,1,-360,360
599,1093,0.002159,0.015969,0,3000,0,0,0,0,1,-360,360
775,268,0.00019,0.000281,0,3000,0,0,0,0,1,-360,360
824,326,0.0002,0.000281,0,3000,0,0,0,0,1,-360,360
304,1169,0.00139,0.00774,0,472,0,0,0,0,1,-360,360
81,920,0.01101,0.06739,0,529,0,0,0,0,1,-360,360
81,397,0.00063,0.00463,0,338,0,0,0,0,1,-360,360
81,1333,0.002341,0.009599,0,376,0,0,0,0,1,-360,360
50,635,0.00375,0.021659,0,376,0,0,0,0,1,-360,360
213,853,0.00056,0.00749,0,1183,0,0,0,0,1,-360,360
72,953,0.00118,0.00926,0,433,0,0,0,0,1,-360,360
72,879,0.002039,0.013081,0,414,0,0,0,0,1,-360,360
253,1093,0.00155,0.010961,0,3000,0,0,0,0,1,-360,360
490,1113,3.90E-05,0.00036,0,319,0,0,0,0,1,-360,360
157,28,0.00024,0.000409,0,281,0,0,0,0,1,-360,360
1235,1039,0.000341,0.001659,0,453,0,0,0,0,1,-360,360
1235,785,0.005461,0.024919,0,357,0,0,0,0,1,-360,360
1267,1029,0.00158,0.02413,0,854,0,0,0,0,1,-360,360
1267,1278,0.00155,0.02458,0,756,0,0,0,0,1,-360,360
